Localização,Formato_Localizacao,Pais_Localizacao,Consistencia_Pais_Completa,Problemas_Localizacao,Localização_Padronizada,Cidade_Padronizada,Estado_Padronizado,Pais_Localizacao_Padronizado,Consistencia_Validada
"Fulda, Hesse, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Fulda, Hesse, Germany",Fulda,Hesse,Germany,True
"Fulda, Hesse, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Fulda, Hesse, Germany",Fulda,Hesse,Germany,True
"Leipzig, Saxony, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Leipzig, Saxony, Germany",Leipzig,Saxony,Germany,True
"Slough, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Slough, England, United Kingdom",Slough,England,United Kingdom,True
"Liège, Walloon Region, Belgium","Cidade, Estado, País",Belgium,Consistente,['OK'],"Liège, Walloon Region, Belgium",Liège,Walloon Region,Belgium,True
"Hamburg, Hamburg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Germany,True
"Burj Al Kifan, Algiers, Algeria","Cidade, Estado, País",Algeria,Consistente,['OK'],"Burj Al Kifan, Algiers, Algeria",Burj Al Kifan,Algiers,Algeria,True
"Barcelona, Catalonia, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
"Weilburg, Hesse, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Weilburg, Hesse, Germany",Weilburg,Hesse,Germany,True
"Stuttgart, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Stuttgart, Baden-Württemberg, Germany",Stuttgart,Baden-Württemberg,Germany,True
"Aachen, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Aachen, North Rhine-Westphalia, Germany",Aachen,North Rhine-Westphalia,Germany,True
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Inconsistente,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,False
"Chanteloup-les-Vignes, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Chanteloup-les-Vignes, Ile-de-France, France",Chanteloup-les-Vignes,Ile-de-France,France,True
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Bourne, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Bourne, England, United Kingdom",Bourne,England,United Kingdom,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"Sutton Coldfield, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Sutton Coldfield, England, United Kingdom",Sutton Coldfield,England,United Kingdom,True
"Alzey, Rhineland-Palatinate, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Alzey, Rhineland-Palatinate, Germany",Alzey,Rhineland-Palatinate,Germany,True
"Bad Salzdetfurth, Lower Saxony, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Bad Salzdetfurth, Lower Saxony, Germany",Bad Salzdetfurth,Lower Saxony,Germany,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Bordeaux, Nouvelle-Aquitaine, France","Cidade, Estado, País",France,Consistente,['OK'],"Bordeaux, Nouvelle-Aquitaine, France",Bordeaux,Nouvelle-Aquitaine,France,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"São Paulo, São Paulo, Brazil","Cidade, Estado, País",Brazil,Consistente,['OK'],"São Paulo, São Paulo, Brazil",São Paulo,São Paulo,Brazil,True
"São Paulo, São Paulo, Brazil","Cidade, Estado, País",Brazil,Consistente,['OK'],"São Paulo, São Paulo, Brazil",São Paulo,São Paulo,Brazil,True
Israel,Apenas País,Israel,Apenas Localização tem país,['OK'],Israel,,,Israel,True
"Sliema, Malta","Cidade, País",Malta,Consistente,['OK'],"Sliema, Malta",Sliema,,Malta,True
"Sittingbourne, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Sittingbourne, England, United Kingdom",Sittingbourne,England,United Kingdom,True
Greater Bremen Area,Apenas País,Greater Bremen Area,Apenas Localização tem país,['OK'],Greater Bremen Area,,,Greater Bremen Area,True
"Paris Area, France","Cidade, País",France,Consistente,['OK'],"Paris Area, France",Paris Area,,France,True
"Aulnay-sous-Bois, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Aulnay-sous-Bois, Ile-de-France, France",Aulnay-sous-Bois,Ile-de-France,France,True
"Aulnay-sous-Bois, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Aulnay-sous-Bois, Ile-de-France, France",Aulnay-sous-Bois,Ile-de-France,France,True
"Barcelona, Cataluña, España","Cidade, Estado, País",España,Apenas Localização tem país,['OK'],"Barcelona, Cataluña, España",Barcelona,Cataluña,España,True
France,Apenas País,France,Apenas Localização tem país,['OK'],"Capital, France",Capital,,France,True
Bruxelles et périphérie,Apenas País,Bruxelles et périphérie,Inconsistente,['OK'],Brussels et périphérie,,,Brussels et périphérie,False
"Madrid, Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Madrid, Spain",Madrid,Madrid,Spain,True
"Nuremberg, Bavière, Allemagne","Cidade, Estado, País",Allemagne,Apenas Localização tem país,['OK'],"Nuremberg, Bavière, Allemagne",Nuremberg,Bavière,Allemagne,True
"Bogor, West Java, Indonesia","Cidade, Estado, País",Indonesia,Apenas Localização tem país,['OK'],"Bogor, West Java, Indonesia",Bogor,West Java,Indonesia,True
France,Apenas País,France,Consistente,['OK'],"Capital, France",Capital,,France,True
France,Apenas País,France,Consistente,['OK'],"Capital, France",Capital,,France,True
Dresde et périphérie,Apenas País,Dresde et périphérie,Apenas Localização tem país,['OK'],Dresde et périphérie,,,Dresde et périphérie,True
"Maribor, Maribor, Slovenia","Cidade, Estado, País",Slovenia,Apenas Localização tem país,['OK'],"Maribor, Maribor, Slovenia",Maribor,Maribor,Slovenia,True
"Montmorency, Île-de-France, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Montmorency, Ile-de-France, France",Montmorency,Ile-de-France,France,True
"Barcelona, Catalonia, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
"Barcelona, Catalonia, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
"Indore, Madhya Pradesh, India","Cidade, Estado, País",India,Apenas Localização tem país,['OK'],"Indore, Madhya Pradesh, India",Indore,Madhya Pradesh,India,True
"Nantes, Pays de la Loire, France","Cidade, Estado, País",France,Consistente,['OK'],"Nantes, Pays de la Loire, France",Nantes,Pays de la Loire,France,True
Serbia,Apenas País,Serbia,Apenas Localização tem país,['OK'],Serbia,,,Serbia,True
"Yokohama, Kanagawa, Japan","Cidade, Estado, País",Japan,Apenas Localização tem país,['OK'],"Yokohama, Kanagawa, Japan",Yokohama,Kanagawa,Japan,True
Greater Dublin,Apenas País,Greater Dublin,Apenas Localização tem país,['OK'],Greater Dublin,,,Greater Dublin,True
"Longridge, Scotland, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Longridge, Scotland, United Kingdom",Longridge,Scotland,United Kingdom,True
"Landen, Flemish Region, Belgium","Cidade, Estado, País",Belgium,Apenas Localização tem país,['OK'],"Landen, Flemish Region, Belgium",Landen,Flemish Region,Belgium,True
Brussels Metropolitan Area,Apenas País,Brussels Metropolitan Area,Apenas Localização tem país,['OK'],Brussels Metropolitan Area,,,Brussels Metropolitan Area,True
"Brussels Region, Belgium","Cidade, País",Belgium,Apenas Localização tem país,['OK'],"Brussels Region, Belgium",Brussels Region,,Belgium,True
"Charleroi, Walloon Region, Belgium","Cidade, Estado, País",Belgium,Apenas Localização tem país,['OK'],"Charleroi, Walloon Region, Belgium",Charleroi,Walloon Region,Belgium,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
"Greater Northampton Area, United Kingdom","Cidade, País",United Kingdom,Apenas Localização tem país,['OK'],"Greater Northampton Area, United Kingdom",Greater Northampton Area,,United Kingdom,True
"Nancy, Grand Est, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Nancy, Grand Est, France",Nancy,Grand Est,France,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
Namur Metropolitan Area,Apenas País,Namur Metropolitan Area,Apenas Localização tem país,['OK'],Namur Metropolitan Area,,,Namur Metropolitan Area,True
"Voiron, Auvergne-Rhône-Alpes, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Voiron, Auvergne-Rhone-Alpes, France",Voiron,Auvergne-Rhone-Alpes,France,True
"Cologne, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Cologne, North Rhine-Westphalia, Germany",Cologne,North Rhine-Westphalia,Germany,True
"Worcester City, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Worcester City, England, United Kingdom",Worcester City,England,United Kingdom,True
"Worcester City, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Worcester City, England, United Kingdom",Worcester City,England,United Kingdom,True
Greater Toulouse Metropolitan Area,Apenas País,Greater Toulouse Metropolitan Area,Apenas Localização tem país,['OK'],Greater Toulouse Metropolitan Area,,,Greater Toulouse Metropolitan Area,True
El Salvador,Apenas País,El Salvador,Apenas Localização tem país,['OK'],El Salvador,,,El Salvador,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
Greater Nice Metropolitan Area,Apenas País,Greater Nice Metropolitan Area,Inconsistente,['OK'],Greater Nice Metropolitan Area,,,Greater Nice Metropolitan Area,False
"Paris, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
"Bordeaux, Nouvelle-Aquitaine, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Bordeaux, Nouvelle-Aquitaine, France",Bordeaux,Nouvelle-Aquitaine,France,True
Madagascar,Apenas País,Madagascar,Consistente,['OK'],Madagascar,,,Madagascar,True
"Porto, Porto, Portugal","Cidade, Estado, País",Portugal,Apenas Localização tem país,['OK'],"Porto, Porto, Portugal",Porto,Porto,Portugal,True
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Apenas Localização tem país,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Riga, Latvia","Cidade, País",Latvia,Consistente,['OK'],"Riga, Latvia",Riga,,Latvia,True
Berlin Metropolitan Area,Apenas País,Berlin Metropolitan Area,Inconsistente,['OK'],Berlin Metropolitan Area,,,Berlin Metropolitan Area,False
"Cluj, Romania","Cidade, País",Romania,Apenas Localização tem país,['OK'],"Cluj, Romenia",Cluj,,Romenia,True
Greater Bremen Area,Apenas País,Greater Bremen Area,Apenas Localização tem país,['OK'],Greater Bremen Area,,,Greater Bremen Area,True
"Barcelona, Catalonia, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
Lithuania,Apenas País,Lithuania,Apenas Localização tem país,['OK'],Lithuania,,,Lithuania,True
Lithuania,Apenas País,Lithuania,Apenas Localização tem país,['OK'],Lithuania,,,Lithuania,True
Greece,Apenas País,Greece,Apenas Localização tem país,['OK'],Greece,,,Greece,True
"Derby, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Derby, England, United Kingdom",Derby,England,United Kingdom,True
"Plattling, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Plattling, Bavaria, Germany",Plattling,Bavaria,Germany,True
"Plattling, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Plattling, Bavaria, Germany",Plattling,Bavaria,Germany,True
Lithuania,Apenas País,Lithuania,Apenas Localização tem país,['OK'],Lithuania,,,Lithuania,True
"Dresden, Saxony, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Dresden, Saxony, Germany",Dresden,Saxony,Germany,True
"Cologne, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Cologne, North Rhine-Westphalia, Germany",Cologne,North Rhine-Westphalia,Germany,True
"Bromley, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Bromley, England, United Kingdom",Bromley,England,United Kingdom,True
Cracow Metropolitan Area,Apenas País,Cracow Metropolitan Area,Apenas Localização tem país,['OK'],Cracow Metropolitan Area,,,Cracow Metropolitan Area,True
Serbia,Apenas País,Serbia,Apenas Localização tem país,['OK'],Serbia,,,Serbia,True
"Marburg an der Lahn, Hesse, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Marburg an der Lahn, Hesse, Germany",Marburg an der Lahn,Hesse,Germany,True
Frankfurt Rhine-Main Metropolitan Area,Apenas País,Frankfurt Rhine-Main Metropolitan Area,Apenas Localização tem país,['OK'],Frankfurt Rhine-Main Metropolitan Area,,,Frankfurt Rhine-Main Metropolitan Area,True
"Reno, Nevada, United States","Cidade, Estado, País",United States,Apenas Localização tem país,['OK'],"Reno, Nevada, United States",Reno,Nevada,United States,True
,Vazio,,Ambos nulos,['Vazio'],,,,,True
Wroclaw Metropolitan Area,Apenas País,Wroclaw Metropolitan Area,Apenas Localização tem país,['OK'],Wroclaw Metropolitan Area,,,Wroclaw Metropolitan Area,True
Wroclaw Metropolitan Area,Apenas País,Wroclaw Metropolitan Area,Apenas Localização tem país,['OK'],Wroclaw Metropolitan Area,,,Wroclaw Metropolitan Area,True
France,Apenas País,France,Consistente,['OK'],"Capital, France",Capital,,France,True
France,Apenas País,France,Consistente,['OK'],"Capital, France",Capital,,France,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
Greater Bordeaux Metropolitan Area,Apenas País,Greater Bordeaux Metropolitan Area,Inconsistente,['OK'],Greater Bordeaux Metropolitan Area,,,Greater Bordeaux Metropolitan Area,False
Greater Lille Metropolitan Area,Apenas País,Greater Lille Metropolitan Area,Inconsistente,['OK'],Greater Lille Metropolitan Area,,,Greater Lille Metropolitan Area,False
"Lyon, Auvergne-Rhône-Alpes, France","Cidade, Estado, País",France,Consistente,['OK'],"Lyon, Auvergne-Rhone-Alpes, France",Lyon,Auvergne-Rhone-Alpes,France,True
"Bourgogne-Franche-Comté, France","Cidade, País",France,Consistente,['OK'],"Bourgogne-Franche-Comté, France",Bourgogne-Franche-Comté,,France,True
"Warsaw, Mazowieckie, Poland","Cidade, Estado, País",Poland,Consistente,['OK'],"Warsaw, Mazowieckie, Poland",Warsaw,Mazowieckie,Poland,True
Lodz Metropolitan Area,Apenas País,Lodz Metropolitan Area,Inconsistente,['OK'],Lodz Metropolitan Area,,,Lodz Metropolitan Area,False
"Stuttgart, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Stuttgart, Baden-Württemberg, Germany",Stuttgart,Baden-Württemberg,Germany,True
"Metz, Grand Est, France","Cidade, Estado, País",France,Consistente,['OK'],"Metz, Grand Est, France",Metz,Grand Est,France,True
"Metz, Grand Est, France","Cidade, Estado, País",France,Consistente,['OK'],"Metz, Grand Est, France",Metz,Grand Est,France,True
"Bamberg, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Bamberg, Bavaria, Germany",Bamberg,Bavaria,Germany,True
"Bamberg, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Bamberg, Bavaria, Germany",Bamberg,Bavaria,Germany,True
"Berlin, Berlin, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Berlin, Berlin, Germany",Berlin,Berlin,Germany,True
"Berlin, Berlin, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Berlin, Berlin, Germany",Berlin,Berlin,Germany,True
"Dortmund, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Dortmund, North Rhine-Westphalia, Germany",Dortmund,North Rhine-Westphalia,Germany,True
"Dortmund, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Dortmund, North Rhine-Westphalia, Germany",Dortmund,North Rhine-Westphalia,Germany,True
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Inconsistente,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,False
"Hamburg, Hamburg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Germany,True
"Hamburg, Hamburg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Germany,True
"Hasselt, Flemish Region, Belgium","Cidade, Estado, País",Belgium,Apenas Localização tem país,['OK'],"Hasselt, Flemish Region, Belgium",Hasselt,Flemish Region,Belgium,True
Hannover-Braunschweig-Göttingen-Wolfsburg Region,Apenas País,Hannover-Braunschweig-Göttingen-Wolfsburg Region,Inconsistente,['OK'],Hannover-Braunschweig-Göttingen-Wolfsburg Region,,,Hannover-Braunschweig-Göttingen-Wolfsburg Region,False
Germany,Apenas País,Germany,Consistente,['OK'],"Capital, Germany",Capital,,Germany,True
"Barcelona, Catalonia, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
"Leeds, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Leeds, England, United Kingdom",Leeds,England,United Kingdom,True
Lithuania,Apenas País,Lithuania,Consistente,['OK'],Lithuania,,,Lithuania,True
Greater Rennes Metropolitan Area,Apenas País,Greater Rennes Metropolitan Area,Inconsistente,['OK'],Greater Rennes Metropolitan Area,,,Greater Rennes Metropolitan Area,False
"Weimar, Thuringia, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Weimar, Thuringia, Germany",Weimar,Thuringia,Germany,True
"City Of Westminster, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"City Of Westminster, England, United Kingdom",City Of Westminster,England,United Kingdom,True
United Kingdom,Apenas País,United Kingdom,Apenas Localização tem país,['OK'],United Kingdom,,,United Kingdom,True
"Gurgaon, Haryana, India","Cidade, Estado, País",India,Apenas Localização tem país,['OK'],"Gurgaon, Haryana, India",Gurgaon,Haryana,India,True
"Gurgaon, Haryana, India","Cidade, Estado, País",India,Apenas Localização tem país,['OK'],"Gurgaon, Haryana, India",Gurgaon,Haryana,India,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Consistente,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
"Ranst, Flemish Region, Belgium","Cidade, Estado, País",Belgium,Consistente,['OK'],"Ranst, Flemish Region, Belgium",Ranst,Flemish Region,Belgium,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
"Constance, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Constance, Baden-Württemberg, Germany",Constance,Baden-Württemberg,Germany,True
"Mechelen, Flemish Region, Belgium","Cidade, Estado, País",Belgium,Consistente,['OK'],"Mechelen, Flemish Region, Belgium",Mechelen,Flemish Region,Belgium,True
"Wokingham, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Wokingham, England, United Kingdom",Wokingham,England,United Kingdom,True
"Wokingham, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Wokingham, England, United Kingdom",Wokingham,England,United Kingdom,True
Berlin Metropolitan Area,Apenas País,Berlin Metropolitan Area,Apenas Localização tem país,['OK'],Berlin Metropolitan Area,,,Berlin Metropolitan Area,True
Frankfurt Rhine-Main Metropolitan Area,Apenas País,Frankfurt Rhine-Main Metropolitan Area,Inconsistente,['OK'],Frankfurt Rhine-Main Metropolitan Area,,,Frankfurt Rhine-Main Metropolitan Area,False
"Düsseldorf, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Düsseldorf, North Rhine-Westphalia, Germany",Düsseldorf,North Rhine-Westphalia,Germany,True
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Inconsistente,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,False
Berlin Metropolitan Area,Apenas País,Berlin Metropolitan Area,Apenas Localização tem país,['OK'],Berlin Metropolitan Area,,,Berlin Metropolitan Area,True
Berlin Metropolitan Area,Apenas País,Berlin Metropolitan Area,Apenas Localização tem país,['OK'],Berlin Metropolitan Area,,,Berlin Metropolitan Area,True
"Vitrolles, Provence-Alpes-Côte d'Azur, France","Cidade, Estado, País",France,Consistente,['Caracteres especiais'],"Vitrolles, Provence-Alpes-Cote d'Azur, France",Vitrolles,Provence-Alpes-Cote d'Azur,France,True
"Vitrolles, Provence-Alpes-Côte d'Azur, France","Cidade, Estado, País",France,Consistente,['Caracteres especiais'],"Vitrolles, Provence-Alpes-Cote d'Azur, France",Vitrolles,Provence-Alpes-Cote d'Azur,France,True
Spain,Apenas País,Spain,Consistente,['OK'],"Capital, Spain",Capital,,Spain,True
Spain,Apenas País,Spain,Consistente,['OK'],"Capital, Spain",Capital,,Spain,True
Cologne Bonn Region,Apenas País,Cologne Bonn Region,Inconsistente,['OK'],Cologne Bonn Region,,,Cologne Bonn Region,False
Cologne Bonn Region,Apenas País,Cologne Bonn Region,Inconsistente,['OK'],Cologne Bonn Region,,,Cologne Bonn Region,False
Greater Hamburg Area,Apenas País,Greater Hamburg Area,Inconsistente,['OK'],"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Germany,False
United Kingdom,Apenas País,United Kingdom,Consistente,['OK'],United Kingdom,,,United Kingdom,True
"Valencia, Valencian Community, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Valencia, Valencian Community, Spain",Valencia,Valencian Community,Spain,True
"Valencia, Valencian Community, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Valencia, Valencian Community, Spain",Valencia,Valencian Community,Spain,True
"Valencia, Valencian Community, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Valencia, Valencian Community, Spain",Valencia,Valencian Community,Spain,True
"Valencia, Valencian Community, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Valencia, Valencian Community, Spain",Valencia,Valencian Community,Spain,True
"Holzkirchen, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Holzkirchen, Bavaria, Germany",Holzkirchen,Bavaria,Germany,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Hamden, Connecticut, United States","Cidade, Estado, País",United States,Consistente,['OK'],"Hamden, Connecticut, United States",Hamden,Connecticut,United States,True
"Hamden, Connecticut, United States","Cidade, Estado, País",United States,Consistente,['OK'],"Hamden, Connecticut, United States",Hamden,Connecticut,United States,True
Greater Lyon Area,Apenas País,Greater Lyon Area,Inconsistente,['OK'],"Lyon, Auvergne-Rhône-Alpes, France",Lyon,Auvergne-Rhône-Alpes,France,False
Greater Lyon Area,Apenas País,Greater Lyon Area,Inconsistente,['OK'],"Lyon, Auvergne-Rhône-Alpes, France",Lyon,Auvergne-Rhône-Alpes,France,False
Greater Hamburg Area,Apenas País,Greater Hamburg Area,Inconsistente,['OK'],"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Germany,False
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Inconsistente,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,False
"Seoul, South Korea","Cidade, País",South Korea,Consistente,['OK'],"Seoul, South Korea",Seoul,,South Korea,True
"Seoul, South Korea","Cidade, País",South Korea,Consistente,['OK'],"Seoul, South Korea",Seoul,,South Korea,True
"Canterbury, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Canterbury, England, United Kingdom",Canterbury,England,United Kingdom,True
Greater Aberdeen Area,Apenas País,Greater Aberdeen Area,Apenas Localização tem país,['OK'],Greater Aberdeen Area,,,Greater Aberdeen Area,True
"Eppertshausen, Hesse, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Eppertshausen, Hesse, Germany",Eppertshausen,Hesse,Germany,True
"Eppertshausen, Hesse, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Eppertshausen, Hesse, Germany",Eppertshausen,Hesse,Germany,True
"Schloß Holte-Stukenbrock, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Schloß Holte-Stukenbrock, North Rhine-Westphalia, Germany",Schloß Holte-Stukenbrock,North Rhine-Westphalia,Germany,True
"Mumbai, Maharashtra, India","Cidade, Estado, País",India,Consistente,['OK'],"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,True
"Lozenets, Sofia, Bulgarie","Cidade, Estado, País",Bulgarie,Apenas Localização tem país,['OK'],"Lozenets, Sofia, Bulgarie",Lozenets,Sofia,Bulgarie,True
"Sandyford, Dún Laoghaire-Rathdown, Ireland","Cidade, Estado, País",Ireland,Consistente,['OK'],"Sandyford, Dún Laoghaire-Rathdown, Ireland",Sandyford,Dún Laoghaire-Rathdown,Ireland,True
"Geneva, Geneva, Switzerland","Cidade, Estado, País",Switzerland,Consistente,['OK'],"Geneva, Geneva, Switzerland",Geneva,Geneva,Switzerland,True
Lodz Metropolitan Area,Apenas País,Lodz Metropolitan Area,Inconsistente,['OK'],Lodz Metropolitan Area,,,Lodz Metropolitan Area,False
"Liège, Walloon Region, Belgium","Cidade, Estado, País",Belgium,Consistente,['OK'],"Liège, Walloon Region, Belgium",Liège,Walloon Region,Belgium,True
"Toulouse, Occitanie, France","Cidade, Estado, País",France,Consistente,['OK'],"Toulouse, Occitanie, France",Toulouse,Occitanie,France,True
Rhein-Neckar Metropolitan Region,Apenas País,Rhein-Neckar Metropolitan Region,Inconsistente,['OK'],Rhein-Neckar Metropolitan Region,,,Rhein-Neckar Metropolitan Region,False
